#### Starting Mass Compile: 20 Oct 2016 21:11:40
  Directory: "C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server"
CompileFile: skipping C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Calibration\Common\Post-Build Action.vi
  ### Bad VI:    "Calibration.lvlib:O3 Frequency Train Actor.lvclass:Read Scale.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Calibration\O3 Frequency Train Actor\Accessors\Read Scale.vi"
  ### Bad VI:    "Calibration.lvlib:O3 Frequency Train Actor.lvclass:Write Run.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Calibration\O3 Frequency Train Actor\Accessors\Write Run.vi"
  ### Bad VI:    "Calibration.lvlib:O3 Frequency Train Actor.lvclass:Write Scale.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Calibration\O3 Frequency Train Actor\Accessors\Write Scale.vi"
  ### Bad VI:    "Test Pulse Train DIO.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Calibration\O3 Frequency Train Actor\Test Pulse Train DIO.vi"
Search failed to find "NI_Real-Time Target Support.lvlib:RT LEDs.vi" previously from "<vilib>:\rtutility.llb\RT LEDs.vi"
  ### Bad subVI: "SuperClass.lvclass:Read Config Session.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Read Config Session.vi"
  ### Bad subVI: "SuperClass.lvclass:Write Config Session.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Write Config Session.vi"
  ### Bad subVI: "SuperClass.lvclass:Write CVT Session.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Write CVT Session.vi"
  ### Bad subVI: "SuperClass.lvclass:Write ID.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Write ID.vi"
  ### Bad subVI: "SuperClass.lvclass:Write Log Session.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Write Log Session.vi"
  ### Bad subVI: "SuperClass.lvclass:Initialize CVT.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Initialize CVT.vi"
  ### Bad subVI: "SuperClass.lvclass:Pre Launch Init.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Pre Launch Init.vi"
  ### Bad subVI: "SuperClass.lvclass:Stop Core.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Stop Core.vi"
  ### Bad subVI: "SuperClass.lvclass:Get Config Ref.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Get Config Ref.vi"
  ### Bad subVI: "DAQ Device.lvlib:Generic Init CVT Message.lvclass:Read DevID.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Messages\Generic CVT Init\Read DevID.vi"
  ### Bad subVI: "DAQ Device.lvlib:Generic Init CVT Message.lvclass:Write DevID.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Messages\Generic CVT Init\Write DevID.vi"
  ### Bad subVI: "DAQ Device.lvlib:Generic Init CVT Message.lvclass:Read SP.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Messages\Generic CVT Init\Read SP.vi"
  ### Bad subVI: "DAQ Device.lvlib:Generic Init CVT Message.lvclass:Write SP.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Messages\Generic CVT Init\Write SP.vi"
  ### Bad subVI: "DAQ Device.lvlib:Get Serialized Device Configuration MSG.lvclass:Read cfg cluster.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Controller\Messages\Device Configuration\Read cfg cluster.vi"
  ### Bad subVI: "DAQ Device.lvlib:Get Serialized Device Configuration MSG.lvclass:Write cfg cluster.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Controller\Messages\Device Configuration\Write cfg cluster.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Configure Devices.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Configure Devices.vi"
  ### Bad subVI: "DAQ Device.lvlib:Generic Update Data Message.lvclass:Read Data.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Generic Data Update Data MSG\Read Data.vi"
  ### Bad subVI: "DAQ Device.lvlib:Generic Update Data Message.lvclass:Write Data.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Generic Data Update Data MSG\Write Data.vi"
  ### Bad subVI: "DAQ Device.lvlib:Generic Update Data Message.lvclass:Read ID.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Generic Data Update Data MSG\Read ID.vi"
  ### Bad subVI: "DAQ Device.lvlib:Generic Update Data Message.lvclass:Write ID.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Generic Data Update Data MSG\Write ID.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Send Data to Controller.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Send Data to Controller.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Read Config String.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Read Config String.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Write Config String.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Write Config String.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Write Configurable Device.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Write Configurable Device.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Write Dvc Cfg MSG.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Write Dvc Cfg MSG.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Write Init CVT MSG.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Write Init CVT MSG.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Read Update MSG.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Read Update MSG.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Write Update MSG.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Write Update MSG.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Read Update Period.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Read Update Period.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Write Update Period.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Write Update Period.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Actor Core.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Actor Core.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Stop Core.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Stop Core.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Initialize Device.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Initialize Device.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Send Data Message.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Send Data Message.vi"
  ### Bad subVI: "Change PID Controls MSG.lvclass:Do.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Devices\TE Cooler\Actor\Change PID Controls MSG\Do.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:File Actor.ctl"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\File Actor.lvclass\File Actor.ctl"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Close File.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Close File.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Check File Size.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Check File Size.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Check if Path Exists.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Check if Path Exists.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Generate Unique File Name.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Generate Unique File Name.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Generate New File.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Generate New File.vi"
  ### Bad subVI: "Command.lvclass:Execute.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\Command\Execute.vi"
  ### Bad subVI: "File Library.lvlib:Saving File Message.lvclass:Read Saving.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\Abstract\Saving File Message\Read Saving.vi"
  ### Bad subVI: "File Library.lvlib:Saving File Message.lvclass:Write Saving.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\Abstract\Saving File Message\Write Saving.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Update Saving Status.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Update Saving Status.vi"
  ### Bad subVI: "File Library.lvlib:Exe Write.lvclass:Handle Command.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\Abstract\Exe Write\Handle Command.vi"
  ### Bad subVI: "File Library.lvlib:Exe Write.lvclass:Write to File.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\Abstract\Exe Write\Write to File.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read Cfg Header.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read Cfg Header.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Configure.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Configure.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write Cfg Header.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write Cfg Header.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read Data Queue.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read Data Queue.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write Data Queue.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write Data Queue.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read Exe File Write.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read Exe File Write.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write Exe File Write.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write Exe File Write.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read Exe Write.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read Exe Write.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write Exe Write.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write Exe Write.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read File DVR.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read File DVR.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write File DVR.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write File DVR.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read File Header.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read File Header.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write File Header.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write File Header.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read max size.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read max size.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read Registration Complete.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read Registration Complete.vi"
  ### Bad subVI: "File Library.lvlib:Change File MSG.lvclass:Do.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\To\Change File MSG\Do.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write Registration Complete.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write Registration Complete.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read Save DVR.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read Save DVR.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write Save DVR.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write Save DVR.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read Saving FIle MSG.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read Saving FIle MSG.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write Saving FIle MSG.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write Saving FIle MSG.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Read Wait on Registration_.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Read Wait on Registration_.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Write Wait on Registration_.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Write Wait on Registration_.vi"
  ### Bad subVI: "File Library.lvlib:Check File Size MSG.lvclass:Do.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\To\Check File Size MSG\Do.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Actor Core.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Actor Core.vi"
  ### Bad subVI: "File Library.lvlib:Change File Writing State MSG.lvclass:Read Save_.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\To\Save\Read Save_.vi"
  ### Bad subVI: "File Library.lvlib:Change File Writing State MSG.lvclass:Do.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\To\Save\Do.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Pre Launch Init.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Pre Launch Init.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Stop Core.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Stop Core.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Send Change File Message.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Send Change File Message.vi"
  ### Bad subVI: "File Library.lvlib:Update Header MSG.lvclass:Read Header.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\To\Update File Header MSG\Read Header.vi"
  ### Bad subVI: "File Library.lvlib:Update Header MSG.lvclass:Do.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\To\Update File Header MSG\Do.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Send Header to Self.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Send Header to Self.vi"
  ### Bad subVI: "File Library.lvlib:Registration Complete MSG.lvclass:Do.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\To\Registration Complete MSG\Do.vi"
  ### Bad subVI: "File Library.lvlib:File Actor.lvclass:Send Registration Complete to Self.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Send Registration Complete to Self.vi"
  ### Bad subVI: "Update Switch MSG.lvclass:Read SwitchState.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Controller\Messages\Update Switch State MSG\Read SwitchState.vi"
  ### Bad subVI: "Update Switch MSG.lvclass:Write SwitchState.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Controller\Messages\Update Switch State MSG\Write SwitchState.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Instr Actor.ctl"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Instr Actor.lvclass\Instr Actor.ctl"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Read CMD.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Accessors\Read CMD.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Stop Core Wrapper.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Stop Core Wrapper.vi"
  ### Bad subVI: "Instrument.lvclass:Core.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\Instrument\Core.vi"
  ### Bad subVI: "Instrument.lvclass:Rcv Cmd.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\Instrument\Rcv Cmd.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Write CMD.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Accessors\Write CMD.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Read Data Notifier.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Accessors\Read Data Notifier.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Write Data Notifier.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Accessors\Write Data Notifier.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Read Instr.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Accessors\Read Instr.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Write Instr.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Accessors\Write Instr.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Read Update Data MSG.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Accessors\Read Update Data MSG.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Write Update Data MSG.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Accessors\Write Update Data MSG.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Actor Core.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Actor Core.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Pre Launch Init.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Pre Launch Init.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Stop Core.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Stop Core.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:Send MSG to Caller.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Send MSG to Caller.vi"
  ### Bad subVI: "Instrument Library.lvlib:Instr Actor.lvclass:test actor core.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\test actor core.vi"
  ### Bad subVI: "PAS Library.lvlib:PAS.lvclass:Rcv Cmd.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\PAS\Main\Rcv Cmd.vi"
  ### Bad subVI: "ePAS Library.lvlib:Change Speaker Switch MSG.lvclass:Do.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Messages\Change Speaker State\Do.vi"
  ### Bad VI:    "Instrument Library.lvlib:Update RD Write MSG.lvclass:Do.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Messages\Update RD Write MSG\Do.vi"
  ### Bad VI:    "Instrument Library.lvlib:Update RD Write MSG.lvclass:Write write_.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Instr Actor\Messages\Update RD Write MSG\Write write_.vi"
Search failed to find "Controller.lvlib:Update Setting.lvclass" previously from "C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\Controller\Messages\Update Settings\Update Setting.lvclass"
  ### Bad subVI: "File Library.lvlib:Update Header MSG.lvclass:Write Header.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\To\Update File Header MSG\Write Header.vi"
  ### Bad subVI: "File Library.lvlib:Change File Writing State MSG.lvclass:Write Save_.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\File Actor\Messages\To\Save\Write Save_.vi"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Device.ctl"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Device.lvclass\Device.ctl"
  ### Bad subVI: "DAQ Device.lvlib:Device.lvclass:Read Configurable Device.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\reusable\DAQ Device\Device\Read Configurable Device.vi"
  ### Bad subVI: "Actor Framework.lvlib:Launch Nested Actor Msg.lvclass:Launch Nested Actor Msg.ctl"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Launch Nested Actor Msg\Launch Nested Actor Msg.lvclass\Launch Nested Actor Msg.ctl"
  ### Bad subVI: "Actor Framework.lvlib:Launch Nested Actor Msg.lvclass:Initialize.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Launch Nested Actor Msg\Initialize.vi"
  ### Bad subVI: "Actor Framework.lvlib:Actor.lvclass:Count Actors.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Actor\Count Actors.vi"
  ### Bad subVI: "Actor Framework.lvlib:Last Ack.lvclass:Last Ack.ctl"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\LastAck\Last Ack.lvclass\Last Ack.ctl"
  ### Bad subVI: "Actor Framework.lvlib:Last Ack.lvclass:Read Caller-To-Actor Enqueuer.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\LastAck\Read Caller-To-Actor Enqueuer.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message Priority Queue.lvclass:DVR Contents.ctl"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Priority Queue\DVR Contents.ctl"
  ### Bad subVI: "SuperClass.lvclass:Read ID.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Read ID.vi"
  ### Bad subVI: "SuperClass.lvclass:Read Log Session.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Read Log Session.vi"
  ### Bad subVI: "SuperClass.lvclass:Read CVT Session.vi"	Path="C:\Users\Exscalabar\Documents\sw_repo\exscalabar_server\SuperActor\Read CVT Session.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message.lvclass:Drop Message.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message\Drop Message.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message.lvclass:Drop Message Core.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message\Drop Message Core.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message Priority Queue.lvclass:Message Priority Queue.ctl"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Priority Queue\Message Priority Queue.lvclass\Message Priority Queue.ctl"
  ### Bad subVI: "Actor Framework.lvlib:Message Enqueuer.lvclass:Message Enqueuer.ctl"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Enqueuer\Message Enqueuer.lvclass\Message Enqueuer.ctl"
  ### Bad subVI: "Actor Framework.lvlib:Actor.lvclass:Actor.ctl"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Actor\Actor.lvclass\Actor.ctl"
  ### Bad subVI: "Actor Framework.lvlib:Actor.lvclass:Handle Last Ack.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Actor\Handle Last Ack.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message Priority Queue.lvclass:Dequeue Timed Out.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Priority Queue\Dequeue Timed Out.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message Priority Queue.lvclass:Obtain Priority Queue.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Priority Queue\Obtain Priority Queue.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message Priority Queue.lvclass:Priority Enqueue.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Priority Queue\Priority Enqueue.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message Priority Queue.lvclass:Priority Dequeue.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Priority Queue\Priority Dequeue.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message Priority Queue.lvclass:Flush.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Priority Queue\Flush.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message Priority Queue.lvclass:Release Priority Queue.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Priority Queue\Release Priority Queue.vi"
  ### Bad subVI: "Actor Framework.lvlib:Message Enqueuer.lvclass:Init from Existing Queue.vi"	Path="C:\Program Files (x86)\National Instruments\LabVIEW 2014\vi.lib\ActorFramework\Message Enqueuer\Init from Existing Queue.vi"
